ID,标题,项目,负责人,协作人,状态,优先级,截止时间,完成时间,创建时间,URL,内容
951,Task 950 luqB3mag,Project PRJ_84_8IE,user_274_Ja9zz,,已完成 / Done,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
952,Task 951 kWNdbTox,Project PRJ_75_CIT,user_912_h6IJf,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
953,Task 952 cg3Aw7q6,Project PRJ_115_8NB,user_41_EMXXf,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
955,Task 954 yKPi7tn4,Project PRJ_3_YJD,user_179_wgwSM,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
956,Task 955 Vy2CJrp1,Project PRJ_111_HJT,user_456_Kh0sJ,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
957,Task 956 9vYkYKiv,Project PRJ_130_4CW,user_198_4nixu,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
958,Task 957 LQbfohxe,Project PRJ_83_JB5,user_840_tV11X,,已完成 / Done,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
960,Task 959 8EWMIDH8,Project PRJ_39_6GG,user_546_dMUth,,待处理 / To Do,中 / Medium,2026-01-07 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
961,Task 960 uUT9h9JU,Project PRJ_128_05J,user_805_q9KDS,,已完成 / Done,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
962,Task 961 I7S5KIkN,Project PRJ_163_LFK,user_672_OEbk4,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
963,Task 962 xhg5cF5o,Project PRJ_178_KUH,user_159_A4MWY,,已完成 / Done,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
964,Task 963 ORxQmm0j,Project PRJ_162_IMC,user_178_XXmG5,,待处理 / To Do,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
966,Task 965 3HEvTS8O,Project PRJ_86_KVK,user_339_O1faQ,,已完成 / Done,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
967,Task 966 HvFRYQMd,Project PRJ_154_E4E,user_525_alvjk,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
968,Task 967 qWRRtq6M,Project PRJ_149_R4D,user_346_kMr8V,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
970,Task 969 JEF8TFYh,Project PRJ_69_MXR,user_111_vvh3i,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
971,Task 970 HLdbbUIb,Project PRJ_105_T2I,user_757_2cm4w,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
972,Task 971 iKjqmeJe,Project PRJ_116_VVB,user_870_FwMOu,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
974,Task 973 5b1qLTdp,Project PRJ_146_EJS,user_475_14Vug,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
975,Task 974 sZ0ylmDs,Project PRJ_96_W0M,user_27_IfsBv,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
976,Task 975 L3ejPION,Project PRJ_26_PTN,user_384_r3vgl,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
977,Task 976 yAVApQP8,Project PRJ_28_HAX,user_602_DCtds,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
978,Task 977 V2FP57Hd,Project PRJ_183_OGB,user_360_0vi6x,,已完成 / Done,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
979,Task 978 t7L4eQSN,项目一 6666,user_367_ykxY6,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
980,Task 979 n8oQW0j9,Project PRJ_46_CYU,user_537_ZESYF,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
981,Task 980 p7AFMFkN,Project PRJ_115_8NB,user_956_wEm8K,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
982,Task 981 sIeT1hES,Project PRJ_45_NCV,user_447_YqmN8,,待处理 / To Do,中 / Medium,2026-01-07 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
984,Task 983 kpfuabfm,Project PRJ_142_IIK,user_756_4C5QL,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
985,Task 984 cHmmOrC3,Project PRJ_168_TTH,user_335_39Lj2,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
986,Task 985 x9Xe9o85,Project PRJ_56_GF4,user_446_G9vtl,,已完成 / Done,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
987,Task 986 P9egm4Bh,Project PRJ_115_8NB,user_618_1dfOO,,待处理 / To Do,中 / Medium,2025-12-29 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
988,Task 987 wa86U9uo,Project PRJ_145_2EL,user_632_vLea4,,已完成 / Done,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
989,Task 988 Xe0jsiVN,Project PRJ_118_UFN,user_544_QjP9v,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
990,Task 989 2LPlhssB,Project PRJ_181_F4G,user_193_etDFo,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
991,Task 990 4Yz2IFha,Project PRJ_161_9RN,user_163_MoYJL,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
992,Task 991 Mw2ZlLAc,Project PRJ_193_NPX,user_545_jNRTG,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
993,Task 992 2l2rp1SO,Project PRJ_149_R4D,user_573_2g39X,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
994,Task 993 NgFi2pBR,Project PRJ_50_8I2,user_960_N6uox,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
995,Task 994 4GQNces3,Project PRJ_49_T9L,user_442_AMdiw,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
996,Task 995 KnoLH6U1,Project PRJ_118_UFN,user_884_PcrTE,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
997,Task 996 HGZQ0imO,Project PRJ_87_XV3,user_838_XH5AB,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
998,Task 997 iG6xNhqu,Project PRJ_16_IZT,user_769_p4DUf,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
999,Task 998 EnDDHUrI,Project PRJ_56_GF4,user_980_D6v35,,待处理 / To Do,中 / Medium,2025-12-30 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1000,Task 999 Gin9yQ9b,Project PRJ_195_THX,user_661_xBcBE,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1001,Task 1000 cXC3n04c,Project PRJ_1_YOT,user_77_tbs4g,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1002,Task 1001 WUK7e5WA,Project PRJ_35_8OV,user_22_DlKSz,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1006,Task 1005 KzujvFJw,Project PRJ_138_TLV,user_136_yM7K4,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1007,Task 1006 Xg6Rp6YO,Project PRJ_26_PTN,user_896_ptz2g,,已完成 / Done,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1008,Task 1007 vJNWZsN4,Project PRJ_8_QQD,user_100_qLGk0,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1009,Task 1008 mWQXrxez,Project PRJ_166_IFT,user_682_RbfIz,,已完成 / Done,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1010,Task 1009 4FlUdk7m,Project PRJ_64_VKR,user_665_fWrgB,,待处理 / To Do,中 / Medium,2025-12-29 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1011,Task 1010 MCWVsFME,Project PRJ_188_94L,user_662_yM7Dx,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1012,Task 1011 i0b2pq8l,Project PRJ_68_20A,user_334_40RwM,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1013,Task 1012 iyzzuePy,Project PRJ_152_N4S,user_945_8C7Lq,,待处理 / To Do,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1014,Task 1013 Io3gl4bu,Project PRJ_189_HPD,user_397_Qq85A,,阻塞中 / Blocked,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1015,Task 1014 XGh0LjjJ,Project PRJ_163_LFK,user_796_vTI3N,,已完成 / Done,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1016,Task 1015 dZimG69i,Project PRJ_30_MSQ,user_869_Xb7HT,,已完成 / Done,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1017,Task 1016 4GEVbEu9,Project PRJ_52_NLX,user_336_3pDQU,,待处理 / To Do,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1018,Task 1017 KxxGuiJk,Project PRJ_148_SUC,user_818_V5STO,,已完成 / Done,中 / Medium,2025-12-28 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1019,Task 1018 dODov9C5,Project PRJ_152_N4S,user_40_0xrYI,,已完成 / Done,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1020,Task 1019 lI9tqfaG,Project PRJ_69_MXR,user_842_C2zjO,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1021,Task 1020 I1rju1Cz,Project PRJ_131_WQZ,user_616_RMzVW,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1022,Task 1021 j0HM7g2h,Project PRJ_14_7K9,user_888_D0Pq7,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1025,Task 1024 Su9hhsRO,Project PRJ_132_FXY,user_654_Q1HXF,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1026,Task 1025 24YKbMh8,Project PRJ_93_K6A,user_933_U42Ef,,已完成 / Done,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1027,Task 1026 jZugifsv,Project PRJ_110_J8D,user_978_76LSk,,阻塞中 / Blocked,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1030,Task 1029 rL5Gd6Ir,Project PRJ_60_YMQ,user_86_mTbgA,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1031,Task 1030 NNTAVJCV,Project PRJ_40_DBN,user_897_OlUJ0,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1032,Task 1031 fNvmWHhh,Project PRJ_126_ROM,user_249_xwoOG,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1033,Task 1032 Vjyfhk6b,Project PRJ_169_MJY,user_762_XDJCp,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1034,Task 1033 dh5uKcYQ,Project PRJ_16_IZT,user_917_INNzw,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1035,Task 1034 sAgK9Tn6,Project PRJ_173_US2,user_196_m3pgm,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1036,Task 1035 rdiTi0t2,Project PRJ_49_T9L,user_889_HCdmt,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1037,Task 1036 WSR2P9TP,Project PRJ_102_7TL,user_567_yxIFv,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1038,Task 1037 mIpn851o,Project PRJ_124_9RN,user_221_0BPrH,,待处理 / To Do,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1039,Task 1038 dVRbzQSP,Project PRJ_36_NCR,user_674_U4mIU,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1040,Task 1039 BtbGG9Vp,Project PRJ_137_P7V,user_743_hZJLA,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1041,Task 1040 wPqiRd8d,Project PRJ_60_YMQ,user_768_4RQii,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1042,Task 1041 jgblKMWB,Project PRJ_186_QFT,user_856_3rREO,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1043,Task 1042 8aObNQ0N,Project PRJ_149_R4D,user_612_yvLHh,,待处理 / To Do,中 / Medium,2026-01-27 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1044,Task 1043 l1mQ7hfj,Project PRJ_148_SUC,user_234_ZekvW,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1045,Task 1044 7yWwfge0,Project PRJ_142_IIK,user_231_GE1J2,,待处理 / To Do,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1046,Task 1045 7AhUMCoO,Project PRJ_4_NHA,user_170_A7H77,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1047,Task 1046 IbxVQaLx,Project PRJ_4_NHA,user_136_yM7K4,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1048,Task 1047 LAeuamUe,Project PRJ_3_YJD,user_587_bvUoB,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1049,Task 1048 jxTMKiU6,Project PRJ_120_Q7K,user_244_SL29e,,已完成 / Done,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1050,Task 1049 fcodqIOO,Project PRJ_104_YJV,user_706_f8hQh,,已完成 / Done,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1051,Task 1050 ikIjeG8B,Project PRJ_13_EPO,user_890_uJunx,,阻塞中 / Blocked,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1052,Task 1051 Meni4pdr,Project PRJ_143_QL6,user_754_fc4QD,,待处理 / To Do,中 / Medium,2025-12-31 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1053,Task 1052 e69xQ73v,Project PRJ_93_K6A,user_213_VSZNb,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1054,Task 1053 iCA3Fxac,Project PRJ_118_UFN,user_32_Tf7RQ,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1055,Task 1054 FXDvdrll,Project PRJ_151_JNR,user_745_z6Llt,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1056,Task 1055 sO6JhJpV,Project PRJ_149_R4D,user_458_WcrcC,,已完成 / Done,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1057,Task 1056 D2DtRffI,Project PRJ_128_05J,user_365_H4H3I,,待处理 / To Do,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1058,Task 1057 lRcXX6T6,Project PRJ_169_MJY,user_8_F2qsc,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1059,Task 1058 0cvADRgE,Project PRJ_177_NVU,user_306_N8tg2,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1060,Task 1059 8n0elgkd,Project PRJ_54_HM5,user_832_BdND8,,阻塞中 / Blocked,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1061,Task 1060 HSoAVxLM,Project PRJ_131_WQZ,user_85_OOTiH,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1062,Task 1061 m3aFVGCV,Project PRJ_94_AS8,user_672_OEbk4,,已完成 / Done,中 / Medium,2025-12-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1063,Task 1062 wCZCqQDZ,Project PRJ_171_FV6,user_811_GyDFl,,已完成 / Done,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1065,Task 1064 HpACvIhz,项目三(3)55555,user_981_n11mj,,待处理 / To Do,中 / Medium,2026-01-07 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1066,Task 1065 0VGvaw8l,Project PRJ_3_YJD,user_402_IubFG,,待处理 / To Do,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1067,Task 1066 YiUCJXls,Project PRJ_150_MCO,user_177_X4wBg,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1068,Task 1067 VZ9cDsTp,Project PRJ_185_HL1,user_615_dv8RP,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1070,Task 1069 SNo3BJlF,Project PRJ_122_FJH,user_316_EDupk,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1071,Task 1070 Db88Bzxi,Project PRJ_20_NGL,user_91_QHfzY,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1072,Task 1071 dhr1vrCm,Project PRJ_32_CHI,user_629_J1xRj,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1073,Task 1072 Q5WbDtuV,Project PRJ_110_J8D,user_625_Xqw7E,,已完成 / Done,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1074,Task 1073 LiswDQyb,Project PRJ_146_EJS,user_929_jlsM0,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1075,Task 1074 F4TNzk4N,Project PRJ_3_YJD,user_68_6K3Kd,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1076,Task 1075 eZpO2HPc,Project PRJ_50_8I2,user_323_sZHXG,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1077,Task 1076 LGuSNjMU,Project PRJ_87_XV3,user_782_3oE9M,,进行中 / In Progress,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1078,Task 1077 wXORHuv6,Project PRJ_75_CIT,user_633_5EWdI,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1079,Task 1078 YC5z9G6k,Project PRJ_17_WC7,user_167_c5Ktc,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1080,Task 1079 i4nvTAap,Project PRJ_174_VYL,user_271_R14sz,,待处理 / To Do,中 / Medium,2025-12-31 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1081,Task 1080 2D5mTiOV,Project PRJ_93_K6A,user_964_Mjz7i,,已完成 / Done,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1082,Task 1081 y7C2Iduu,Project PRJ_98_RQM,user_827_OBELd,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1083,Task 1082 R7zsCSEg,Project PRJ_73_IBI,user_141_Wt1qN,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1084,Task 1083 wyjE7r5h,Project PRJ_104_YJV,user_317_RmEIY,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1085,Task 1084 9B2wWq77,Project PRJ_191_8YM,user_187_TUa7d,,已完成 / Done,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1086,Task 1085 YAje2ugZ,Project PRJ_74_QNH,user_949_4Mw4Q,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1087,Task 1086 ZDQrLtYy,Project PRJ_105_T2I,user_258_lHjxf,,阻塞中 / Blocked,中 / Medium,2026-01-27 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1088,Task 1087 DzwllH8x,Project PRJ_38_W0C,user_752_D2wIr,,待处理 / To Do,中 / Medium,2025-12-27 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1089,Task 1088 11jJH2Wd,Project PRJ_15_FJI,user_402_IubFG,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1090,Task 1089 pncOzcZ1,Project PRJ_9_EIY,user_892_z1PsK,,已完成 / Done,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1091,Task 1090 fKlqcQ6o,Project PRJ_124_9RN,user_220_P7dcW,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1092,Task 1091 EhAHlPDG,Project PRJ_101_U2O,user_395_mFTV2,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1093,Task 1092 eudJiwTI,Project PRJ_41_BSG,user_602_DCtds,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1095,Task 1094 awkoOv33,Project PRJ_34_K3O,user_625_Xqw7E,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1096,Task 1095 feHmEPJq,Project PRJ_127_AFE,user_615_dv8RP,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1097,Task 1096 VCa3mekv,Project PRJ_6_NXT,user_175_pu19N,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1098,Task 1097 pKk8HJ9z,Project PRJ_77_HNQ,user_804_xL8tJ,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1099,Task 1098 0siftLTh,Project PRJ_123_IEH,user_60_feXB5,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1100,Task 1099 QqOmHQVR,Project PRJ_9_EIY,user_997_8juFI,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1101,Task 1100 vXhICxNL,Project PRJ_60_YMQ,user_210_BEzR7,,已完成 / Done,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1102,Task 1101 Pvs3bdKw,Project PRJ_13_EPO,user_500_tNsbd,,已完成 / Done,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1103,Task 1102 uvaQsiON,Project PRJ_45_NCV,user_184_FMIul,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1104,Task 1103 VMNOkq9Y,Project PRJ_15_FJI,user_391_XYne8,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1105,Task 1104 ek4UfMYe,Project PRJ_88_5S0,user_416_QMf5V,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1106,Task 1105 QAJ4WaO2,Project PRJ_100_ECJ,user_951_mPgDD,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1107,Task 1106 6fWLNyKl,Project PRJ_54_HM5,user_446_G9vtl,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1109,Task 1108 WxlGVNzZ,Project PRJ_51_QL6,user_69_VuSvq,,阻塞中 / Blocked,中 / Medium,2026-01-27 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1110,Task 1109 lOhtntEi,Project PRJ_184_TI9,user_152_OxtvE,,已完成 / Done,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1111,Task 1110 VhPFZZCm,Project PRJ_178_KUH,user_539_T2uc2,,待处理 / To Do,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1112,Task 1111 81YiL1Zx,Project PRJ_8_QQD,user_593_opcVU,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1113,Task 1112 J3crXBAB,Project PRJ_195_THX,user_820_ZcJib,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1114,Task 1113 RnWjunIA,Project PRJ_17_WC7,user_15_vF966,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1115,Task 1114 XRt4UDDL,Project PRJ_85_SDW,user_229_SrQEO,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
